Subject Area,Catalogue Number,Instructor Name,Total Enrolled,Average Grade (GPA),Std Dev (GPA)
COMM   ,102     ,"CARPENTER, ROBERT MARK",146.0,3.990410958904109,0.08136571180776712
LAW    ,719     ,"CARPENTER-GOLD, DANIEL",12.0,4.0,0.0
CCAS   ,138A    ,"CARPIO, GENEVIEVE GONZALEZ",99.0,3.7484848484848485,0.5547524038419405
CCAS   ,201     ,"CARPIO, GENEVIEVE GONZALEZ",12.0,3.9166666666666665,0.2763853991962833
CCAS   ,207     ,"CARPIO, GENEVIEVE GONZALEZ",28.0,3.7714285714285714,0.38252650968559676
CCAS   ,291     ,"CARPIO, GENEVIEVE GONZALEZ",12.0,3.975,0.08291561975888495
SOC GEN,180     ,"CARR, DANIELLE JUDITH ZOLA",32.0,3.959375,0.1388780377705561
SOC GEN,108     ,"CARR, DANIELLE JUDITH ZOLA",54.0,3.912962962962963,0.36160460107297693
SOC GEN,188     ,"CARR, DANIELLE JUDITH ZOLA",37.0,3.897297297297298,0.3008874140582176
ENGCOMP,3       ,"CARRASCO, AMANDA",22.0,3.6727272727272733,0.44331583055405854
PHILOS ,C110    ,"CARRIERO, JOHN P",47.0,2.8489361702127662,1.0054896849615396
PHILOS ,100C    ,"CARRIERO, JOHN P",108.0,3.577777777777778,0.5872619034211879
THEATER,106     ,"CARRIGER, MICHELLE LIU",108.0,3.7527777777777778,0.6677017427594081
THEATER,113     ,"CARRIGER, MICHELLE LIU",13.0,3.769230769230769,0.38106049466156416
THEATER,111     ,"CARRIGER, MICHELLE LIU",13.0,4.0,0.0
THEATER,107     ,"CARRIGER, MICHELLE LIU",415.0,3.681927710843374,0.7362137880821233
THEATER,101A    ,"CARRIGER, MICHELLE LIU",126.0,3.537301587301587,0.7736467065175273
FRNCH  ,191B    ,"CARRON, JEAN-CLAUDE",9.0,3.966666666666667,0.09428090415820628
GJ STDS,101     ,"CARTER, REGINA DENISE",16.0,3.98125,0.07261843774138903
MUSC   ,111A    ,"CARTER, REGINA DENISE",14.0,3.2642857142857147,1.210435071048625
GJ STDS,188     ,"CARTER, REGINA DENISE",17.0,3.588235294117647,0.3445070697493253
PHYSICS,1B      ,"CARTER, TROY A",186.0,3.088709677419355,0.7919836614563929
PHYSICS,210B    ,"CARTER, TROY A",53.0,3.79622641509434,0.3386779313581493
PHYSICS,210A    ,"CARTER, TROY A",52.0,3.788461538461539,0.3196475499875101
PHYSICS,M122    ,"CARTER, TROY A",17.0,3.611764705882353,0.48371400512526536
PHYSICS,117     ,"CARTER, TROY A",15.0,3.32,1.0067770358922576
PHYSICS,222A    ,"CARTER, TROY A",10.0,3.88,0.1469693845669906
ANTHRO ,M152P   ,"CARTMILL, ERICA A",84.0,3.3011904761904756,0.8170058645850958
PSYCH  ,M149    ,"CARTMILL, ERICA A",27.0,3.6074074074074076,0.6655134057841838
ANTHRO ,M124R   ,"CARTMILL, ERICA A",60.0,3.6100000000000003,0.49989998999799956
ANTHRO ,4       ,"CARTMILL, ERICA A",279.0,3.225806451612903,0.9042198830746999
ANTHRO ,159     ,"CARTMILL, ERICA A",50.0,3.698,0.45099445672868305
MGMTFT ,415     ,"CARUSO, EUGENE MATTHEW",914.0,3.3565645514223195,0.464194571617216
MGMTFE ,401     ,"CARUSO, EUGENE MATTHEW",49.0,3.516326530612245,0.3856332924358349
MGMTFT ,401B    ,"CARUSO, EUGENE MATTHEW",145.0,3.444827586206896,0.46578536339846766
MGMTEX ,414C    ,"CARUSO, EUGENE MATTHEW",151.0,3.4423841059602656,0.4271322958498638
MGMTEX ,422     ,"CARUSO, EUGENE MATTHEW",127.0,3.4716535433070868,0.48079619625155595
MGMT   ,298D    ,"CARUSO, EUGENE MATTHEW",18.0,3.561111111111111,0.3434124324561243
MGMTFE ,415     ,"CARUSO, EUGENE MATTHEW",176.0,3.3965909090909094,0.45762451451052283
MGMT   ,293C    ,"CARUSO, EUGENE MATTHEW",33.0,3.8999999999999995,0.14142135623730942
MGMT   ,298D    ,"CARUSO, HEATHER MAIIRHE",154.0,3.3376623376623376,0.6479816738307569
MGMTFT ,401B    ,"CARUSO, HEATHER MAIIRHE",76.0,3.2118421052631576,0.44306560796792716
MGMTFE ,401     ,"CARUSO, HEATHER MAIIRHE",69.0,3.3188405797101455,0.41293413248795136
CHEM   ,M230D   ,"CASCIO, DUILIO D",44.0,4.0,0.0
CHEM   ,14BL    ,"CASEY, JENNIFER R",261.0,3.4563218390804593,0.7499733557604835
LAW    ,312     ,"CASEY, TIMOTHY",185.0,3.4697297297297296,0.3729392855918572
MGMT   ,228     ,"CASKEY, JUDSON",49.0,3.43469387755102,0.5113212259284418
MGMT   ,220     ,"CASKEY, JUDSON",92.0,3.5945652173913034,0.588174059278001
EC ENGR,112     ,"CASTANEDA, JUAN JAIME",112.0,3.944642857142857,0.20259005304268207
PSYCH  ,124C    ,"CASTEL, ALAN DAN",56.0,3.9285714285714284,0.2575393768188564
PSYCH  ,124G    ,"CASTEL, ALAN DAN",427.0,3.981264637002342,0.1355888976686663
GENDER ,185     ,"CASTILLO, CELESTINA MARIE",11.0,3.6727272727272733,0.6876718417846344
PSYCH  ,158     ,"CASTRELLON, JAIME",21.0,3.9857142857142858,0.06388765649999395
MGMTFE ,410     ,"CASTRO ALTAMIRANO, FRANCISCO JAVIER",122.0,3.4344262295081966,0.4251847220169171
MGMTFT ,410     ,"CASTRO ALTAMIRANO, FRANCISCO JAVIER",607.0,3.392421746293246,0.46616161976075626
MGMTMSA,406     ,"CASTRO ALTAMIRANO, FRANCISCO JAVIER",408.0,3.4656862745098045,0.4270269078262977
INF STD,433     ,"CASWELL, MICHELLE",80.0,3.9449999999999994,0.23659036328641958
INF STD,298B    ,"CASWELL, MICHELLE",12.0,3.975,0.08291561975888495
INF STD,434     ,"CASWELL, MICHELLE",23.0,3.9130434782608696,0.2472533427497901
INF STD,180     ,"CASWELL, MICHELLE",17.0,3.8882352941176466,0.24942841231899043
INF STD,212     ,"CASWELL, MICHELLE",76.0,3.9289473684210527,0.2543390761384682
INF STD,433     ,"CASWELL, MICHELLE L",35.0,3.991428571428571,0.04997958767010254
INF STD,298B    ,"CASWELL, MICHELLE L",17.0,3.9411764705882355,0.23529411764705882
ETHNMUS,45      ,"CATLIN, AMY R",248.0,3.895161290322581,0.4108124991639164
ANTHRO ,239Q    ,"CATTELINO, JESSICA R",13.0,4.0,0.0
ANTHRO ,3       ,"CATTELINO, JESSICA R",542.0,3.322140221402214,0.9247063135481547
ENGCOMP,3       ,"CAVANAGH, ROBERT LOFTUS",149.0,3.504026845637584,0.6345615401776256
GEOG   ,201     ,"CAVANAUGH, KYLE C",11.0,4.0,0.0
GEOG   ,185     ,"CAVANAUGH, KYLE C",32.0,3.590625,0.4026159576755497
GEOG   ,184     ,"CAVANAUGH, KYLE C",52.0,3.405769230769231,0.7461216289634691
GEOG   ,5       ,"CAVANAUGH, KYLE C",794.0,3.6991183879093197,0.5442502097107517
ARTS ED,M102    ,"CAWELTI, LORA",18.0,3.855555555555556,0.2773329772077486
NURSING,214     ,"CAY, CECILIO VICTOR VALBUENA",23.0,3.917391304347826,0.1735866502406707
ART    ,11B     ,"CEDRE, TAMARA",14.0,3.664285714285714,0.6487428974091166
NEUROSC,179     ,"CEPEDA, CARLOS",70.0,3.8485714285714283,0.22471750973983642
THEATER,101B    ,"CERVERA, FELIPE",131.0,3.7572519083969467,0.5279993254609305
THEATER,113     ,"CERVERA, FELIPE",31.0,3.516129032258064,0.44511453704929915
STATS  ,411     ,"CHA, MARIA",79.0,3.949367088607595,0.4471777653836885
STATS  ,101B    ,"CHA, MARIA",325.0,3.5215384615384617,0.6009459997991136
STATS  ,10      ,"CHA, MARIA",2093.0,3.5148112756808407,0.6889409844842989
STATS  ,101A    ,"CHA, MARIA",624.0,3.6724358974358973,0.5450915846300061
DESMA  ,126     ,"CHAI, HUA",28.0,3.6785714285714284,0.838517885854535
PHYSICS,215A    ,"CHAKRAVARTY, SUDIP",28.0,3.832142857142857,0.34231728330450917
PHYSICS,241A    ,"CHAKRAVARTY, SUDIP",23.0,3.9478260869565216,0.11371040722280011
PHYSICS,10      ,"CHAKRAVARTY, SUDIP",183.0,3.7322404371584708,0.4517106611814088
A&O SCI,271     ,"CHAMECKI, MARCELO",1.0,4.0,0.0
A&O SCI,104     ,"CHAMECKI, MARCELO",91.0,3.485714285714286,0.7367244745048042
A&O SCI,200A    ,"CHAMECKI, MARCELO",27.0,3.714814814814815,0.35350488885896325
A&O SCI,180     ,"CHAMECKI, MARCELO",42.0,3.7452380952380957,0.6626794028259104
A&O SCI,3L      ,"CHAMECKI, MARCELO",54.0,3.6722222222222225,0.7278625904779583
A&O SCI,3       ,"CHAMECKI, MARCELO",250.0,3.454,0.9236471187634377
MATH   ,74XP    ,"CHAN, HELEN HSU",1.0,4.0,0.0
ENGR   ,200     ,"CHANCE, JAY FRANK",195.0,3.56,0.32048040861758204
PSYCH  ,M117A   ,"CHANDLER, SCOTT H",60.0,3.0600000000000005,0.8418630134014283
CLUSTER,73B     ,"CHANDLER, SCOTT H",138.0,3.795652173913043,0.4368645804201903
CLUSTER,73A     ,"CHANDLER, SCOTT H",153.0,3.542483660130719,0.7837977605681014
NEUROSC,M145    ,"CHANDLER, SCOTT H",68.0,3.326470588235294,0.7072352231751852
PHYSCI ,M180A   ,"CHANDLER, SCOTT H",20.0,3.345,0.7426136276691939
NEUROSC,M101A   ,"CHANDLER, SCOTT H",606.0,3.066996699669968,0.8450984026846405
PHYSCI ,M145    ,"CHANDLER, SCOTT H",25.0,3.588,0.7106729205478425
MCD BIO,M175A   ,"CHANDLER, SCOTT H",60.0,3.0533333333333332,0.901011776960891
CHEM   ,153B    ,"CHANFREAU, GUILLAUME",243.0,2.988477366255144,1.019779159150809
CHEM   ,258     ,"CHANFREAU, GUILLAUME",33.0,4.0,0.0
CHEM   ,CM259   ,"CHANFREAU, GUILLAUME",11.0,3.736363636363636,0.31413004623947266
CHEM   ,268     ,"CHANFREAU, GUILLAUME",82.0,3.8536585365853657,0.45564083040215536
CHEM   ,C159    ,"CHANFREAU, GUILLAUME",61.0,3.501639344262295,0.6547410458651219
ORL BIO,212     ,"CHANG, CHUNGYU JULIE",26.0,3.8499999999999996,0.23411042759281853
CH ENGR,104C    ,"CHANG, JANE PEI-CHEN",30.0,3.5033333333333325,0.5016528237292756
CH ENGR,104CL   ,"CHANG, JANE PEI-CHEN",12.0,3.9,0.14142135623730942
CH ENGR,104A    ,"CHANG, JANE PEI-CHEN",47.0,3.608510638297872,0.3286528189727597
CH ENGR,C216    ,"CHANG, JANE PEI-CHEN",18.0,3.861111111111111,0.1947616460328678
CH ENGR,C116    ,"CHANG, JANE PEI-CHEN",59.0,3.5406779661016947,0.4457401553872804
THEATER,163A    ,"CHANG, JENNIFER M",13.0,3.676923076923077,0.29911110915728595
THEATER,167A    ,"CHANG, JENNIFER M",41.0,3.9365853658536585,0.1972445523820071
THEATER,15      ,"CHANG, JENNIFER M",35.0,3.708571428571428,0.621689600350266
THEATER,136     ,"CHANG, JENNIFER M",28.0,3.910714285714285,0.16974620911880206
THEATER,115A    ,"CHANG, JENNIFER M",14.0,3.4499999999999997,1.0907075030194195
THEATER,116B    ,"CHANG, JENNIFER M",20.0,3.6350000000000007,0.48915743886810104
THEATER,116A    ,"CHANG, JENNIFER M",18.0,3.4055555555555554,0.47547896579510246
THEATER,130     ,"CHANG, JENNIFER M",15.0,3.913333333333333,0.1927577639306795
THEATER,126B    ,"CHANG, JENNIFER M",20.0,3.5100000000000002,0.561159513863928
THEATER,150     ,"CHANG, JENNIFER M",23.0,4.0,0.0
COM SCI,263     ,"CHANG, KAI-WEI",202.0,3.84950495049505,0.36209614236018345
COM SCI,269     ,"CHANG, KAI-WEI",56.0,4.0,0.0
COM SCI,M146    ,"CHANG, KAI-WEI",415.0,3.3749397590361445,0.7794334882695807
LING   ,165B    ,"CHANG, KALEN WEI",24.0,3.595833333333333,0.8791469192095003
EC ENGR,188     ,"CHANG, MAU-CHUNG FRANK",19.0,3.9210526315789473,0.13210421471590658
EC ENGR,115A    ,"CHANG, MAU-CHUNG FRANK",156.0,3.276282051282051,0.8767738195814725
EC ENGR,163DB   ,"CHANG, MAU-CHUNG FRANK",45.0,3.7577777777777777,0.31445818580104407
EC ENGR,100     ,"CHANG, MAU-CHUNG FRANK",173.0,3.1838150289017344,0.7316727295223824
EC ENGR,221C    ,"CHANG, MAU-CHUNG FRANK",23.0,3.8739130434782605,0.21511855438005184
EDUC   ,299C    ,"CHANG, MITCHELL",12.0,3.9250000000000003,0.12990381056766573
EDUC   ,C101    ,"CHANG, MITCHELL J",72.0,3.8250000000000006,0.5379358697837503
EDUC   ,261E    ,"CHANG, MITCHELL J",11.0,4.0,0.0
HUM GEN,403     ,"CHANG, VIVIAN YOO-JUNG",40.0,3.6525000000000007,0.3478415587591569
MATH   ,31A     ,"CHAPOUTO, ANDREIA",192.0,3.1520833333333336,1.1936881892083693
MATH   ,131A    ,"CHAPOUTO, ANDREIA",103.0,2.822330097087378,1.120846770646605
EDUC   ,130AX   ,"CHATMON, JENNIFER CRISTINA",74.0,3.8945945945945946,0.3178865562956135
MECH&AE,101     ,"CHATTERJEE, AMIYA K",54.0,2.6222222222222222,1.1337689794510308
MECH&AE,82      ,"CHATTERJEE, AMIYA K",185.0,3.066486486486487,0.9376572768001664
CCAS   ,165     ,"CHAVEZ MORENO, LAURA CAROLINA",75.0,2.7560000000000002,0.9725896702446858
CCAS   ,89      ,"CHAVEZ MORENO, LAURA CAROLINA",16.0,3.9625,0.09921567416492208
CCAS   ,10B     ,"CHAVEZ MORENO, LAURA CAROLINA",396.0,3.717676767676768,0.6434523806995635
CCAS   ,291     ,"CHAVEZ MORENO, LAURA CAROLINA",19.0,3.7526315789473683,0.5295165829644517
CCAS   ,180     ,"CHAVEZ MORENO, LAURA CAROLINA",17.0,2.9823529411764707,1.1753524097891797
CCAS   ,191     ,"CHAVEZ MORENO, LAURA CAROLINA",50.0,3.016,0.9867846776272926
CH ENGR,108A    ,"CHAVEZ, STEVEN",76.0,3.9276315789473686,0.2239588097763834
CH ENGR,106     ,"CHAVEZ, STEVEN",56.0,3.3214285714285716,0.6880911187881311
CH ENGR,108B    ,"CHAVEZ, STEVEN",76.0,3.8684210526315788,0.3014048363020414
PSYCH  ,129C    ,"CHAVIRA, DENISE A",88.0,3.584090909090909,0.4907985986764937
PSYCH  ,127A    ,"CHAVIRA, DENISE A",609.0,3.2101806239737276,0.7751443322684406
ASIA AM,135     ,"CHEA, JOLIE",49.0,3.8775510204081627,0.37212314514421163
ASIA AM,171F    ,"CHEA, JOLIE",89.0,3.8707865168539324,0.507738375342787
ASIA AM,107     ,"CHEA, JOLIE",27.0,3.781481481481481,0.769336913643237
ASIA AM,186     ,"CHEA, JOLIE",21.0,3.847619047619048,0.4294171549560189
ASIA AM,200C    ,"CHEA, JOLIE",10.0,4.0,0.0
ASIA AM,30W     ,"CHEA, JOLIE",124.0,3.891129032258064,0.24096984712126146
ASIA AM,297A    ,"CHEA, JOLIE",16.0,3.925,0.12990381056766573
LAW    ,541     ,"CHEER, SHIU-MING",18.0,3.966666666666667,0.09428090415820628
ANTHRO ,114P    ,"CHEETHAM, DAVID T",50.0,3.1619999999999995,0.8930599084048059
MUSC   ,C175E   ,"CHEN, CHEYEN BRIAN",217.0,4.0,0.0
MUSC   ,C485E   ,"CHEN, CHEYEN BRIAN",12.0,4.0,0.0
A&O SCI,3L      ,"CHEN, GANG",9.0,3.744444444444444,0.5251689910265099
A&O SCI,C227    ,"CHEN, GANG",11.0,3.9454545454545453,0.11570838237598043
A&O SCI,3       ,"CHEN, GANG",97.0,3.418556701030928,0.8518421393017298
A&O SCI,200B    ,"CHEN, GANG",62.0,3.6951612903225812,0.410124850917706
A&O SCI,C110    ,"CHEN, GANG",41.0,3.595121951219512,0.880950489877669
CH ENGR,45      ,"CHEN, IRENE",310.0,3.1561290322580646,0.7203568892339445
CHEM   ,153B    ,"CHEN, IRENE",79.0,3.9291139240506325,0.2111762709232681
CH ENGR,104B    ,"CHEN, IRENE",39.0,3.8051282051282054,0.337371983659457
CH ENGR,CM145   ,"CHEN, IRENE",28.0,3.417857142857143,0.41666496598292385
MCD BIO,138     ,"CHEN, JAU-NIAN",513.0,3.917153996101365,0.2854122043337787
BIOENGR,132     ,"CHEN, JUN",30.0,3.9566666666666666,0.14302291968616623
BIOENGR,167L    ,"CHEN, JUN",140.0,3.9735714285714283,0.09607342005370852
BIOENGR,188     ,"CHEN, JUN",12.0,4.0,0.0
BIOENGR,C166    ,"CHEN, JUN",86.0,3.9755813953488377,0.08203239081142913
BIOENGR,C266    ,"CHEN, JUN",98.0,3.9816326530612245,0.07192249055798403
MGMTMSA,409     ,"CHEN, KEITH",406.0,3.667733990147783,0.3624876939339277
MGMT   ,298D    ,"CHEN, KEITH",28.0,3.6785714285714284,0.3579277090390729
EPIDEM ,M254    ,"CHEN, LIWEI",12.0,3.9499999999999997,0.11180339887498941
EPIDEM ,241     ,"CHEN, LIWEI",49.0,3.8693877551020406,0.23141453364184958
EPIDEM ,200A    ,"CHEN, LIWEI",131.0,3.6404580152671753,0.6516893637794287
STATS  ,102A    ,"CHEN, MILES SATORI",685.0,3.4537226277372266,0.8416554831174737
STATS  ,21      ,"CHEN, MILES SATORI",347.0,3.7884726224783867,0.5026554571637172
STATS  ,10      ,"CHEN, MILES SATORI",30.0,3.4466666666666668,0.9083807327082382
STATS  ,401     ,"CHEN, MILES SATORI",148.0,3.9283783783783783,0.2452358325909155
STATS  ,101C    ,"CHEN, MILES SATORI",206.0,3.89368932038835,0.3573214546102442
STATS  ,102B    ,"CHEN, MILES SATORI",415.0,3.5168674698795175,0.7569149937324349
STATS  ,15      ,"CHEN, MILES SATORI",180.0,3.654444444444444,0.578534760525072
STATS  ,102C    ,"CHEN, MILES SATORI",223.0,3.6412556053811658,0.601420025251498
NURSING,C155    ,"CHEN, WEI-TI",45.0,3.92,0.1326649916142159
EC ENGR,209AS   ,"CHEN, XIANG",133.0,3.797744360902256,0.23570918918594758
EC ENGR,188     ,"CHEN, XIANG",66.0,3.6787878787878787,0.8382006615029515
EC ENGR,M119    ,"CHEN, XIANG",135.0,3.8192592592592596,0.44213225711842885
MECH&AE,M183B   ,"CHEN, YONG",60.0,3.7749999999999995,0.5699780697535652
MECH&AE,M287    ,"CHEN, YONG",61.0,3.8442622950819674,0.2877411121038017
MECH&AE,C187L   ,"CHEN, YONG",31.0,3.803225806451613,0.3207691069588659
LIFESCI,7A      ,"CHEN, YVONNE YU-HSUAN",928.0,3.455711206896552,0.7709080870424885
MUSC   ,110B    ,"CHEN-HAFTECK, LILY",48.0,3.7708333333333335,0.5396597436245257
EDUC   ,405A    ,"CHEN-HAFTECK, LILY",10.0,3.5400000000000005,0.4737087712930804
EDUC   ,405C    ,"CHEN-HAFTECK, LILY",11.0,3.8454545454545452,0.3340213285613425
MUSC   ,110A    ,"CHEN-HAFTECK, LILY",47.0,3.6765957446808515,0.6216699425166868
EDUC   ,405B    ,"CHEN-HAFTECK, LILY",11.0,3.5181818181818185,0.77085334275273
MGMTMSA,413     ,"CHENG, DANQIAO",117.0,3.5452991452991456,0.3919043417419518
MIMG   ,C185B   ,"CHENG, GENHONG",28.0,3.596428571428571,0.4161748798428912
MUSC   ,C175G   ,"CHENG, GLORIA",10.0,3.97,0.08999999999999996
MSC IND,188     ,"CHENG, GLORIA",13.0,3.430769230769231,0.5756395979652218
MUSC   ,261F    ,"CHENG, GLORIA",16.0,3.7375,0.5158427570490838
MUSC   ,C175G   ,"CHENG, GLORIA C",116.0,3.9189655172413795,0.46385078477359215
MUSC   ,261F    ,"CHENG, GLORIA C",53.0,3.762264150943397,0.32864869992155477
ECON   ,425T    ,"CHENG, GUANG",117.0,3.4367521367521365,0.3624697548474838
STATS  ,400     ,"CHENG, GUANG",69.0,3.898550724637681,0.246419433653443
STATS  ,C163    ,"CHENG, GUANG",7.0,3.857142857142857,0.2498979383505129
STATS  ,C263    ,"CHENG, GUANG",17.0,3.864705882352941,0.23499981594633154
STATS  ,414     ,"CHENG, GUANG",29.0,3.713793103448276,0.25827563187688285
STATS  ,100A    ,"CHENG, GUANG",342.0,3.2847953216374264,0.7179831557271643
STATS  ,C161    ,"CHENG, GUANG",13.0,4.0,0.0
PSYCH  ,124F    ,"CHENG, PATRICIA",80.0,3.01625,0.7015061920610537
PSYCH  ,121     ,"CHENG, PATRICIA",125.0,3.5791999999999997,0.47904839004008776
EDUC   ,414C    ,"CHERIAN, ANCY",57.0,3.9701754385964914,0.13372518596603164
MATH   ,115B    ,"CHERNIKOV, ARTEM",71.0,3.3605633802816905,0.8229933125255716
MATH   ,220A    ,"CHERNIKOV, ARTEM",18.0,3.6666666666666665,0.4714045207910317
MGMTMFE,400     ,"CHERNOV, MIKHAIL",262.0,3.5080152671755727,0.444101150446587
MGMTMFE,431     ,"CHERNOV, MIKHAIL",71.0,3.966197183098592,0.09485891966469141
MUSC   ,C158F   ,"CHERNOV, VLADIMIR",11.0,3.972727272727273,0.0862439361864103
THEATER,20      ,"CHESLEY, LORENE",36.0,3.7861111111111105,0.46257298389778323
ECON   ,231C    ,"CHETVERIKOV, DENIS NIKOLAYEVICH",24.0,4.0,0.0
ECON   ,434     ,"CHETVERIKOV, DENIS NIKOLAYEVICH",193.0,3.7466321243523324,0.43523747838963617
ECON   ,41      ,"CHETVERIKOV, DENIS NIKOLAYEVICH",1472.0,2.930366847826087,0.8843800802213028
ENGL   ,100     ,"CHEUNG, KING-KOK",78.0,3.8128205128205126,0.44588114271112433
DS BMED,206     ,"CHIANG, JEFFREY NIEN-JAY",42.0,3.8761904761904766,0.611714812096183
BIOMATH,268     ,"CHIANG, JEFFREY NIEN-JAY",8.0,4.0,0.0
DS BMED,208     ,"CHIANG, JEFFREY NIEN-JAY",18.0,4.0,0.0
ENGCOMP,5W      ,"CHICHESTER, TEDDI LYNN",288.0,3.773958333333333,0.6643048985698425
ENGCOMP,3       ,"CHICHESTER, TEDDI LYNN",264.0,3.8299242424242426,0.4851335277171999
CHIN   ,1       ,"CHIEF, LIANCHENG",241.0,3.7950207468879666,0.5992181105139488
CHIN   ,2       ,"CHIEF, LIANCHENG",180.0,3.7916666666666674,0.43993370712718377
CHIN   ,3       ,"CHIEF, LIANCHENG",186.0,3.8059139784946243,0.3946108374467282
CHIN   ,C120    ,"CHIEF, LIANCHENG",37.0,3.113513513513514,0.9115363218400028
MSC IND,188     ,"CHIEFFO, MONICA CHRISTINE",26.0,3.7500000000000004,0.3488993683438954
MSC IND,131     ,"CHIEFFO, MONICA CHRISTINE",20.0,3.9850000000000003,0.06538348415311006
MECH&AE,M183B   ,"CHIOU, PEI-YU",183.0,3.579234972677596,0.6149374347142784
MECH&AE,M280B   ,"CHIOU, PEI-YU",97.0,3.672164948453608,0.37656676631513647
MECH&AE,C286    ,"CHIOU, PEI-YU",40.0,3.675,0.38778215533982485
ENGL   ,148     ,"CHISM, CHRISTINE N",137.0,3.797810218978102,0.40570154671268077
CLUSTER,M27A    ,"CHISM, CHRISTINE N",95.0,3.7568421052631575,0.6023904366996099
ENGL   ,146     ,"CHISM, CHRISTINE N",44.0,3.709090909090909,0.39532390736652545
CLUSTER,M27B    ,"CHISM, CHRISTINE N",89.0,3.7606741573033715,0.5379148208598591
ENGL   ,144     ,"CHISM, CHRISTINE N",31.0,3.8096774193548386,0.30517561174878227
CLUSTER,27B     ,"CHISM, CHRISTINE N",105.0,3.7352380952380955,0.476091418268333
CLUSTER,27A     ,"CHISM, CHRISTINE N",115.0,3.867826086956522,0.48857340262672233
CHIN   ,103     ,"CHIU, HSIN-FU",14.0,3.4642857142857144,0.5613849492322446
COM SCI,143     ,"CHO, JUNGHOO",295.0,3.1955932203389827,0.7202736560607038
THEATER,298A    ,"CHO, MYUNG HEE A",10.0,3.7900000000000005,0.13747727084867511
THEATER,443A    ,"CHO, MYUNG HEE A",32.0,3.6968750000000004,0.37289775324477353
THEATER,242     ,"CHO, MYUNG HEE A",21.0,3.857142857142857,0.2871393034605969
THEATER,C455H   ,"CHO, MYUNG HEE A",10.0,3.5,0.4753945729601885
THEATER,443C    ,"CHO, MYUNG HEE A",10.0,3.6700000000000004,0.27221315177632405
PSYCH  ,121     ,"CHO, SOOKYUNG",101.0,3.8227722772277226,0.43324270931204595
DGT HUM,110     ,"CHO, SOOKYUNG",121.0,3.580165289256198,0.694085977801229
ECON   ,101     ,"CHO, SUNGWOO",25.0,3.1120000000000005,0.6488882800605972
PHYSCI ,111B    ,"CHOE, RONNY",225.0,3.596,0.5172852211304707
PHYSCI ,121     ,"CHOE, RONNY",114.0,3.8245614035087723,0.5617268805521703
PHYSCI ,111A    ,"CHOE, RONNY",431.0,3.52969837587007,0.5567553099416065
GENDER ,185     ,"CHOI, DA IN",14.0,3.8142857142857145,0.5914354726995558
DESMA  ,156     ,"CHOI, EUNICE",19.0,3.9842105263157896,0.06698906348083078
KOREA  ,102B    ,"CHOI, JANE BOYUN",48.0,3.96875,0.09164298936634482
KOREA  ,2A      ,"CHOI, JANE BOYUN",68.0,3.908823529411765,0.2588068176422937
KOREA  ,1A      ,"CHOI, JANE BOYUN",73.0,3.947945205479452,0.14345023388025632
KOREA  ,102A    ,"CHOI, JANE BOYUN",47.0,3.9510638297872336,0.18203616711665904
KOREA  ,3       ,"CHOI, JANE BOYUN",137.0,3.9109489051094886,0.32793956006182867
KOREA  ,1       ,"CHOI, JANE BOYUN",172.0,3.888372093023256,0.43852782379736915
KOREA  ,2       ,"CHOI, JANE BOYUN",150.0,3.836,0.497363716676907
KOREA  ,3A      ,"CHOI, JANE BOYUN",50.0,3.8960000000000004,0.2607374158037162
KOREA  ,155     ,"CHOI, JIN AENG",13.0,3.5846153846153843,0.5347122214456236
NURSING,252A    ,"CHOI, KRISTEN R",70.0,4.0,0.0
NURSING,267     ,"CHOI, KRISTEN R",210.0,3.988571428571429,0.05742786069211934
NURSING,239A    ,"CHOI, SARAH EUNKYUNG",126.0,3.6841269841269835,0.3871779662194443
PSYCH  ,127C    ,"CHORPITA, BRUCE FREDERICK",209.0,3.850239234449761,0.3968927641213104
PSYCH  ,270C    ,"CHORPITA, BRUCE FREDERICK",22.0,3.9681818181818183,0.14580922665768584
BIOMATH,M203    ,"CHOU, TOM",9.0,3.3666666666666663,0.7023769168568493
M PHARM,237     ,"CHOW, SAMSON",25.0,3.76,0.37309516212355265
M PHARM,237     ,"CHOW, SAMSON A",10.0,3.4800000000000004,0.47497368348151664
ART HIS,23      ,"CHOWDHURY, ZIRWAT",779.0,3.8200256739409504,0.45547250006327616
ART HIS,127A    ,"CHOWDHURY, ZIRWAT",34.0,3.511764705882353,0.7691724758322119
ART HIS,100     ,"CHOWDHURY, ZIRWAT",14.0,3.407142857142857,0.5909608226249444
ART HIS,185     ,"CHOWDHURY, ZIRWAT",12.0,4.0,0.0
PSYCH  ,272G    ,"CHRISTENSEN, ANDREW",12.0,3.975,0.08291561975888495
PUB PLC,291A    ,"CHRISTENSEN, DARIN EUGENE",24.0,3.845833333333333,0.32272171534552113
PUB AFF,30      ,"CHRISTENSEN, DARIN EUGENE",578.0,3.661245674740484,0.5476465898686734
PUB PLC,202     ,"CHRISTENSEN, DARIN EUGENE",215.0,3.5772093023255813,0.5279108697735772
ENVIRON,150     ,"CHRISTENSEN, JON ALLAN",431.0,3.9208816705336424,0.31101982153169655
ENGCOMP,3       ,"CHRISTENSEN, TAMAR S",159.0,3.483647798742139,0.4347882031686823
ENGCOMP,134     ,"CHRISTENSEN, TAMAR S",48.0,3.8791666666666664,0.2668944339788466
