ENROLLMENT TERM,SUBJECT AREA,CATLG NBR,SECT NBR,GRD OFF,GRD COUNT,ENRL TOT,INSTR NAME,INSTR CD,LONG CRSE TITLE,ENROL TERM SEQ NBR,INTL CATL,INTL SECT,CREATION DATE,ROWNO
22F,MAT SCI,110     ,1     ,B- ,4,53,"GOORSKY, MARK S",01,"Introduction to Materials Characterization A (Crystal Structure, Nanostructures, and X-Ray Scattering)",270,0110    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,110     ,1     ,C+ ,4,53,"GOORSKY, MARK S",01,"Introduction to Materials Characterization A (Crystal Structure, Nanostructures, and X-Ray Scattering)",270,0110    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,110     ,1     ,C  ,3,53,"GOORSKY, MARK S",01,"Introduction to Materials Characterization A (Crystal Structure, Nanostructures, and X-Ray Scattering)",270,0110    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,110     ,1     ,C- ,3,53,"GOORSKY, MARK S",01,"Introduction to Materials Characterization A (Crystal Structure, Nanostructures, and X-Ray Scattering)",270,0110    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,110L    ,1     ,A  ,13,20,"GOORSKY, MARK S",01,Introduction to Materials Characterization A Laboratory,270,0110L   , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,110L    ,1     ,A- ,2,20,"GOORSKY, MARK S",01,Introduction to Materials Characterization A Laboratory,270,0110L   , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,110L    ,1     ,B+ ,2,20,"GOORSKY, MARK S",01,Introduction to Materials Characterization A Laboratory,270,0110L   , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,110L    ,1     ,B  ,1,20,"GOORSKY, MARK S",01,Introduction to Materials Characterization A Laboratory,270,0110L   , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,110L    ,1     ,C- ,1,20,"GOORSKY, MARK S",01,Introduction to Materials Characterization A Laboratory,270,0110L   , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,110L    ,1     ,NR ,1,20,"GOORSKY, MARK S",01,Introduction to Materials Characterization A Laboratory,270,0110L   , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,110L    ,2     ,A  ,14,20,"GOORSKY, MARK S",01,Introduction to Materials Characterization A Laboratory,270,0110L   , 002  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,110L    ,2     ,A- ,4,20,"GOORSKY, MARK S",01,Introduction to Materials Characterization A Laboratory,270,0110L   , 002  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,110L    ,2     ,B- ,2,20,"GOORSKY, MARK S",01,Introduction to Materials Characterization A Laboratory,270,0110L   , 002  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,110L    ,3     ,A  ,8,16,"GOORSKY, MARK S",01,Introduction to Materials Characterization A Laboratory,270,0110L   , 003  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,110L    ,3     ,B  ,2,16,"GOORSKY, MARK S",01,Introduction to Materials Characterization A Laboratory,270,0110L   , 003  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,110L    ,3     ,B- ,1,16,"GOORSKY, MARK S",01,Introduction to Materials Characterization A Laboratory,270,0110L   , 003  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,110L    ,3     ,C  ,2,16,"GOORSKY, MARK S",01,Introduction to Materials Characterization A Laboratory,270,0110L   , 003  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,110L    ,3     ,F  ,1,16,"GOORSKY, MARK S",01,Introduction to Materials Characterization A Laboratory,270,0110L   , 003  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,110L    ,3     ,I  ,1,16,"GOORSKY, MARK S",01,Introduction to Materials Characterization A Laboratory,270,0110L   , 003  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,110L    ,3     ,DR ,1,16,"GOORSKY, MARK S",01,Introduction to Materials Characterization A Laboratory,270,0110L   , 003  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,130     ,1     ,A+ ,7,34,"BALONIS, MAGDALENA",01,Phase Relations in Solids,270,0130    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,130     ,1     ,A  ,2,34,"BALONIS, MAGDALENA",01,Phase Relations in Solids,270,0130    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,130     ,1     ,A- ,8,34,"BALONIS, MAGDALENA",01,Phase Relations in Solids,270,0130    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,130     ,1     ,B+ ,2,34,"BALONIS, MAGDALENA",01,Phase Relations in Solids,270,0130    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,130     ,1     ,B  ,2,34,"BALONIS, MAGDALENA",01,Phase Relations in Solids,270,0130    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,130     ,1     ,B- ,3,34,"BALONIS, MAGDALENA",01,Phase Relations in Solids,270,0130    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,130     ,1     ,C+ ,2,34,"BALONIS, MAGDALENA",01,Phase Relations in Solids,270,0130    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,130     ,1     ,C- ,3,34,"BALONIS, MAGDALENA",01,Phase Relations in Solids,270,0130    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,130     ,1     ,D+ ,2,34,"BALONIS, MAGDALENA",01,Phase Relations in Solids,270,0130    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,130     ,1     ,D  ,1,34,"BALONIS, MAGDALENA",01,Phase Relations in Solids,270,0130    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,130     ,1     ,D- ,1,34,"BALONIS, MAGDALENA",01,Phase Relations in Solids,270,0130    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,130     ,1     ,F  ,1,34,"BALONIS, MAGDALENA",01,Phase Relations in Solids,270,0130    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,160     ,1     ,A+ ,1,24,"BESCHER, ERIC P",01,Introduction to Ceramics and Glasses,270,0160    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,160     ,1     ,A  ,4,24,"BESCHER, ERIC P",01,Introduction to Ceramics and Glasses,270,0160    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,160     ,1     ,A- ,4,24,"BESCHER, ERIC P",01,Introduction to Ceramics and Glasses,270,0160    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,160     ,1     ,B+ ,3,24,"BESCHER, ERIC P",01,Introduction to Ceramics and Glasses,270,0160    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,160     ,1     ,B  ,5,24,"BESCHER, ERIC P",01,Introduction to Ceramics and Glasses,270,0160    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,160     ,1     ,B- ,3,24,"BESCHER, ERIC P",01,Introduction to Ceramics and Glasses,270,0160    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,160     ,1     ,C+ ,1,24,"BESCHER, ERIC P",01,Introduction to Ceramics and Glasses,270,0160    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,160     ,1     ,C- ,1,24,"BESCHER, ERIC P",01,Introduction to Ceramics and Glasses,270,0160    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,160     ,1     ,D- ,1,24,"BESCHER, ERIC P",01,Introduction to Ceramics and Glasses,270,0160    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,160     ,1     ,F  ,1,24,"BESCHER, ERIC P",01,Introduction to Ceramics and Glasses,270,0160    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,200     ,1     ,A+ ,5,31,"YANG, YANG",01,Principles of Materials Science I,270,0200    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,200     ,1     ,A  ,5,31,"YANG, YANG",01,Principles of Materials Science I,270,0200    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,200     ,1     ,A- ,4,31,"YANG, YANG",01,Principles of Materials Science I,270,0200    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,200     ,1     ,B+ ,3,31,"YANG, YANG",01,Principles of Materials Science I,270,0200    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,200     ,1     ,B  ,9,31,"YANG, YANG",01,Principles of Materials Science I,270,0200    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,200     ,1     ,B- ,5,31,"YANG, YANG",01,Principles of Materials Science I,270,0200    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,M213    ,1     ,A+ ,3,13,"KAKOULLI, IOANNA",01,Cultural Materials Science I: Analytical Imaging and Documentation in Conservation of Materials,270,0213  M , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,M213    ,1     ,A  ,3,13,"KAKOULLI, IOANNA",01,Cultural Materials Science I: Analytical Imaging and Documentation in Conservation of Materials,270,0213  M , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,M213    ,1     ,A- ,7,13,"KAKOULLI, IOANNA",01,Cultural Materials Science I: Analytical Imaging and Documentation in Conservation of Materials,270,0213  M , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,221     ,1     ,A+ ,3,31,"RAMAN, AASWATH PATTABHI",01,Science of Electronic Materials,270,0221    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,221     ,1     ,A  ,8,31,"RAMAN, AASWATH PATTABHI",01,Science of Electronic Materials,270,0221    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,221     ,1     ,A- ,10,31,"RAMAN, AASWATH PATTABHI",01,Science of Electronic Materials,270,0221    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,221     ,1     ,B+ ,8,31,"RAMAN, AASWATH PATTABHI",01,Science of Electronic Materials,270,0221    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,221     ,1     ,B  ,1,31,"RAMAN, AASWATH PATTABHI",01,Science of Electronic Materials,270,0221    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,221     ,1     ,S  ,1,31,"RAMAN, AASWATH PATTABHI",01,Science of Electronic Materials,270,0221    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,221     ,80    ,A  ,7,18,"GOORSKY, MARK S",01,Science of Electronic Materials,270,0221    , 080  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,221     ,80    ,A- ,3,18,"GOORSKY, MARK S",01,Science of Electronic Materials,270,0221    , 080  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,221     ,80    ,B+ ,3,18,"GOORSKY, MARK S",01,Science of Electronic Materials,270,0221    , 080  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,221     ,80    ,B  ,2,18,"GOORSKY, MARK S",01,Science of Electronic Materials,270,0221    , 080  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,221     ,80    ,C  ,1,18,"GOORSKY, MARK S",01,Science of Electronic Materials,270,0221    , 080  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,221     ,80    ,C- ,1,18,"GOORSKY, MARK S",01,Science of Electronic Materials,270,0221    , 080  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,221     ,80    ,F  ,1,18,"GOORSKY, MARK S",01,Science of Electronic Materials,270,0221    , 080  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,243C    ,1     ,A  ,9,26,"MARIAN, JAIME",01,Dislocations and Strengthening Mechanisms in Solids,270,0243C   , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,243C    ,1     ,A- ,4,26,"MARIAN, JAIME",01,Dislocations and Strengthening Mechanisms in Solids,270,0243C   , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,243C    ,1     ,B+ ,6,26,"MARIAN, JAIME",01,Dislocations and Strengthening Mechanisms in Solids,270,0243C   , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,243C    ,1     ,B  ,6,26,"MARIAN, JAIME",01,Dislocations and Strengthening Mechanisms in Solids,270,0243C   , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,243C    ,1     ,B- ,1,26,"MARIAN, JAIME",01,Dislocations and Strengthening Mechanisms in Solids,270,0243C   , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,252     ,1     ,A+ ,2,21,"PEI, QIBING",01,Organic Polymer Electronic Materials,270,0252    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,252     ,1     ,A  ,6,21,"PEI, QIBING",01,Organic Polymer Electronic Materials,270,0252    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,252     ,1     ,A- ,8,21,"PEI, QIBING",01,Organic Polymer Electronic Materials,270,0252    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,252     ,1     ,B+ ,1,21,"PEI, QIBING",01,Organic Polymer Electronic Materials,270,0252    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,252     ,1     ,B  ,3,21,"PEI, QIBING",01,Organic Polymer Electronic Materials,270,0252    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,252     ,1     ,D  ,1,21,"PEI, QIBING",01,Organic Polymer Electronic Materials,270,0252    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,282     ,1     ,S  ,14,14,"HUANG, YU",01,Exploration of Advanced Topics in Materials Science and Engineering,270,0282    , 001  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,296     ,5     ,S  ,11,11,"DUNN, BRUCE S",01,Seminar: Advanced Topics in Materials Science and Engineering,270,0296    , 005  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,296     ,8     ,S  ,12,12,"HE, XIMIN",01,Seminar: Advanced Topics in Materials Science and Engineering,270,0296    , 008  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,296     ,9     ,S  ,12,12,"HUANG, YU",01,Seminar: Advanced Topics in Materials Science and Engineering,270,0296    , 009  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,296     ,17    ,S  ,20,20,"PEI, QIBING",01,Seminar: Advanced Topics in Materials Science and Engineering,270,0296    , 017  ,Aug 16 2023 12:50PM,1
22F,MAT SCI,599     ,18    ,S  ,11,11,"PEI, QIBING",01,Research for and Preparation of PhD Dissertation,270,0599    , 018  ,Aug 16 2023 12:50PM,1
22F,MATH   ,1       ,1     ,A+ ,3,188,"MENG, TINGWEI",01,Precalculus,270,0001    , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,1       ,1     ,A  ,18,188,"MENG, TINGWEI",01,Precalculus,270,0001    , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,1       ,1     ,A- ,20,188,"MENG, TINGWEI",01,Precalculus,270,0001    , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,1       ,1     ,B  ,55,188,"MENG, TINGWEI",01,Precalculus,270,0001    , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,1       ,1     ,C  ,43,188,"MENG, TINGWEI",01,Precalculus,270,0001    , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,1       ,1     ,D  ,24,188,"MENG, TINGWEI",01,Precalculus,270,0001    , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,1       ,1     ,F  ,18,188,"MENG, TINGWEI",01,Precalculus,270,0001    , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,1       ,1     ,I  ,2,188,"MENG, TINGWEI",01,Precalculus,270,0001    , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,1       ,1     ,NP ,2,188,"MENG, TINGWEI",01,Precalculus,270,0001    , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,1       ,1     ,P  ,3,188,"MENG, TINGWEI",01,Precalculus,270,0001    , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,3A      ,1     ,A+ ,11,72,"GREENE, MARY PAIGE",01,Calculus for Life Sciences Students,270,0003A   , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,3A      ,1     ,A  ,28,72,"GREENE, MARY PAIGE",01,Calculus for Life Sciences Students,270,0003A   , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,3A      ,1     ,A- ,6,72,"GREENE, MARY PAIGE",01,Calculus for Life Sciences Students,270,0003A   , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,3A      ,1     ,B+ ,4,72,"GREENE, MARY PAIGE",01,Calculus for Life Sciences Students,270,0003A   , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,3A      ,1     ,B  ,8,72,"GREENE, MARY PAIGE",01,Calculus for Life Sciences Students,270,0003A   , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,3A      ,1     ,B- ,6,72,"GREENE, MARY PAIGE",01,Calculus for Life Sciences Students,270,0003A   , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,3A      ,1     ,C+ ,3,72,"GREENE, MARY PAIGE",01,Calculus for Life Sciences Students,270,0003A   , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,3A      ,1     ,C- ,2,72,"GREENE, MARY PAIGE",01,Calculus for Life Sciences Students,270,0003A   , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,3A      ,1     ,D  ,1,72,"GREENE, MARY PAIGE",01,Calculus for Life Sciences Students,270,0003A   , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,3A      ,1     ,F  ,3,72,"GREENE, MARY PAIGE",01,Calculus for Life Sciences Students,270,0003A   , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31A     ,2     ,A  ,66,209,"WU, JEREMY SHEUNG HIM",01,Differential and Integral Calculus,270,0031A   , 002  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31A     ,2     ,A- ,37,209,"WU, JEREMY SHEUNG HIM",01,Differential and Integral Calculus,270,0031A   , 002  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31A     ,2     ,B+ ,21,209,"WU, JEREMY SHEUNG HIM",01,Differential and Integral Calculus,270,0031A   , 002  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31A     ,2     ,B  ,30,209,"WU, JEREMY SHEUNG HIM",01,Differential and Integral Calculus,270,0031A   , 002  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31A     ,2     ,B- ,17,209,"WU, JEREMY SHEUNG HIM",01,Differential and Integral Calculus,270,0031A   , 002  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31A     ,2     ,C+ ,8,209,"WU, JEREMY SHEUNG HIM",01,Differential and Integral Calculus,270,0031A   , 002  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31A     ,2     ,C  ,6,209,"WU, JEREMY SHEUNG HIM",01,Differential and Integral Calculus,270,0031A   , 002  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31A     ,2     ,C- ,10,209,"WU, JEREMY SHEUNG HIM",01,Differential and Integral Calculus,270,0031A   , 002  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31A     ,2     ,D+ ,2,209,"WU, JEREMY SHEUNG HIM",01,Differential and Integral Calculus,270,0031A   , 002  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31A     ,2     ,D  ,6,209,"WU, JEREMY SHEUNG HIM",01,Differential and Integral Calculus,270,0031A   , 002  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31A     ,2     ,F  ,1,209,"WU, JEREMY SHEUNG HIM",01,Differential and Integral Calculus,270,0031A   , 002  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31A     ,2     ,I  ,1,209,"WU, JEREMY SHEUNG HIM",01,Differential and Integral Calculus,270,0031A   , 002  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31A     ,2     ,P  ,4,209,"WU, JEREMY SHEUNG HIM",01,Differential and Integral Calculus,270,0031A   , 002  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31A     ,3     ,A+ ,5,220,"GANNON, THOMAS ANTHONY",01,Differential and Integral Calculus,270,0031A   , 003  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31A     ,3     ,A  ,120,220,"GANNON, THOMAS ANTHONY",01,Differential and Integral Calculus,270,0031A   , 003  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31A     ,3     ,A- ,26,220,"GANNON, THOMAS ANTHONY",01,Differential and Integral Calculus,270,0031A   , 003  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31A     ,3     ,B+ ,22,220,"GANNON, THOMAS ANTHONY",01,Differential and Integral Calculus,270,0031A   , 003  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31A     ,3     ,B  ,18,220,"GANNON, THOMAS ANTHONY",01,Differential and Integral Calculus,270,0031A   , 003  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31A     ,3     ,B- ,5,220,"GANNON, THOMAS ANTHONY",01,Differential and Integral Calculus,270,0031A   , 003  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31A     ,3     ,C+ ,7,220,"GANNON, THOMAS ANTHONY",01,Differential and Integral Calculus,270,0031A   , 003  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31A     ,3     ,C  ,5,220,"GANNON, THOMAS ANTHONY",01,Differential and Integral Calculus,270,0031A   , 003  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31A     ,3     ,C- ,1,220,"GANNON, THOMAS ANTHONY",01,Differential and Integral Calculus,270,0031A   , 003  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31A     ,3     ,D+ ,1,220,"GANNON, THOMAS ANTHONY",01,Differential and Integral Calculus,270,0031A   , 003  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31A     ,3     ,D- ,3,220,"GANNON, THOMAS ANTHONY",01,Differential and Integral Calculus,270,0031A   , 003  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31A     ,3     ,F  ,4,220,"GANNON, THOMAS ANTHONY",01,Differential and Integral Calculus,270,0031A   , 003  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31A     ,3     ,NP ,1,220,"GANNON, THOMAS ANTHONY",01,Differential and Integral Calculus,270,0031A   , 003  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31A     ,3     ,P  ,2,220,"GANNON, THOMAS ANTHONY",01,Differential and Integral Calculus,270,0031A   , 003  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31AL    ,1     ,A+ ,3,212,"DEMIROGLU, YESIM",01,Differential and Integral Calculus Laboratory,270,0031AL  , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31AL    ,1     ,A  ,51,212,"DEMIROGLU, YESIM",01,Differential and Integral Calculus Laboratory,270,0031AL  , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31AL    ,1     ,A- ,33,212,"DEMIROGLU, YESIM",01,Differential and Integral Calculus Laboratory,270,0031AL  , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31AL    ,1     ,B+ ,18,212,"DEMIROGLU, YESIM",01,Differential and Integral Calculus Laboratory,270,0031AL  , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31AL    ,1     ,B  ,16,212,"DEMIROGLU, YESIM",01,Differential and Integral Calculus Laboratory,270,0031AL  , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31AL    ,1     ,B- ,13,212,"DEMIROGLU, YESIM",01,Differential and Integral Calculus Laboratory,270,0031AL  , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31AL    ,1     ,C+ ,19,212,"DEMIROGLU, YESIM",01,Differential and Integral Calculus Laboratory,270,0031AL  , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31AL    ,1     ,C  ,18,212,"DEMIROGLU, YESIM",01,Differential and Integral Calculus Laboratory,270,0031AL  , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31AL    ,1     ,C- ,23,212,"DEMIROGLU, YESIM",01,Differential and Integral Calculus Laboratory,270,0031AL  , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31AL    ,1     ,D  ,11,212,"DEMIROGLU, YESIM",01,Differential and Integral Calculus Laboratory,270,0031AL  , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31AL    ,1     ,F  ,5,212,"DEMIROGLU, YESIM",01,Differential and Integral Calculus Laboratory,270,0031AL  , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31AL    ,1     ,NP ,2,212,"DEMIROGLU, YESIM",01,Differential and Integral Calculus Laboratory,270,0031AL  , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31B     ,1     ,A+ ,7,199,"SCAVIA, FEDERICO",01,Integration and Infinite Series,270,0031B   , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31B     ,1     ,A  ,66,199,"SCAVIA, FEDERICO",01,Integration and Infinite Series,270,0031B   , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31B     ,1     ,A- ,24,199,"SCAVIA, FEDERICO",01,Integration and Infinite Series,270,0031B   , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31B     ,1     ,B+ ,15,199,"SCAVIA, FEDERICO",01,Integration and Infinite Series,270,0031B   , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31B     ,1     ,B  ,29,199,"SCAVIA, FEDERICO",01,Integration and Infinite Series,270,0031B   , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31B     ,1     ,B- ,16,199,"SCAVIA, FEDERICO",01,Integration and Infinite Series,270,0031B   , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31B     ,1     ,C+ ,10,199,"SCAVIA, FEDERICO",01,Integration and Infinite Series,270,0031B   , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31B     ,1     ,C  ,14,199,"SCAVIA, FEDERICO",01,Integration and Infinite Series,270,0031B   , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31B     ,1     ,C- ,4,199,"SCAVIA, FEDERICO",01,Integration and Infinite Series,270,0031B   , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31B     ,1     ,D  ,4,199,"SCAVIA, FEDERICO",01,Integration and Infinite Series,270,0031B   , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31B     ,1     ,D- ,2,199,"SCAVIA, FEDERICO",01,Integration and Infinite Series,270,0031B   , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31B     ,1     ,F  ,6,199,"SCAVIA, FEDERICO",01,Integration and Infinite Series,270,0031B   , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31B     ,1     ,NP ,1,199,"SCAVIA, FEDERICO",01,Integration and Infinite Series,270,0031B   , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31B     ,1     ,P  ,1,199,"SCAVIA, FEDERICO",01,Integration and Infinite Series,270,0031B   , 001  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31B     ,2     ,A+ ,3,202,"XIONG, HAOREN",01,Integration and Infinite Series,270,0031B   , 002  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31B     ,2     ,A  ,48,202,"XIONG, HAOREN",01,Integration and Infinite Series,270,0031B   , 002  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31B     ,2     ,A- ,27,202,"XIONG, HAOREN",01,Integration and Infinite Series,270,0031B   , 002  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31B     ,2     ,B+ ,34,202,"XIONG, HAOREN",01,Integration and Infinite Series,270,0031B   , 002  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31B     ,2     ,B  ,26,202,"XIONG, HAOREN",01,Integration and Infinite Series,270,0031B   , 002  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31B     ,2     ,B- ,9,202,"XIONG, HAOREN",01,Integration and Infinite Series,270,0031B   , 002  ,Aug 16 2023 12:50PM,1
22F,MATH   ,31B     ,2     ,C+ ,17,202,"XIONG, HAOREN",01,Integration and Infinite Series,270,0031B   , 002  ,Aug 16 2023 12:50PM,1
